ï»¿Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (all income levels),MEA,5.404264612,2.184463637,2.244282022,4.975582897,8.230492377,5.805749142,6.840600393,5.752223643,5.346502537,1.692211994,4.883720859,3.808898857,4.4319158
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (developing only),MNA,3.572727098,3.685354256,3.537888819,2.937323421,7.609789548,5.220301177,5.607246342,5.248629257,3.839449709,3.413320658,5.114884081,-1.499031606,3.681894938
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,5.482883186,3.32582529,4.771765448,5.521365486,7.672822385,7.081079735,8.067675716,8.497694375,5.579899217,3.382784464,7.914162812,6.108104361,5.182669639
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,4.177236197,1.036236763,1.868364066,2.733935321,3.732033367,3.329750161,2.663947577,1.797689313,-0.171035859,-2.77112576,2.600133222,1.713294032,2.2851323
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,3.959955651,1.376266667,1.571948145,2.057713209,3.183286639,2.640622481,3.015720225,2.579493349,0.196906642,-3.555033583,2.929036338,1.721647385,1.242291337
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,3.61851592,5.34431836,4.186342904,4.578994377,8.204746157,5.030474671,3.042130572,8.20181877,4.795898201,-2.410190034,5.085235787,5.292615974,4.11276914
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,-0.90895712,1.34725475,2.169385505,1.831719115,4.288115058,1.888566393,2.259599622,1.045969146,1.696407229,-1.7022374,2.953558669,3.845332963,2.034645008
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,3.598590747,3.886329014,4.207948406,5.315281851,6.760572995,4.677334784,4.990090091,6.072023561,3.508871202,-2.862561101,3.320501726,3.302055043,3.137545301
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,4.06674254,4.361269295,3.721418832,7.245923903,7.556626944,8.798643851,8.677382387,9.033767347,3.881159391,7.631697227,9.071882736,6.312750845,5.125539086
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (all income levels),SSF,3.515915124,3.765341829,3.817245962,4.350714019,9.469959237,5.67139633,6.518526343,6.910110919,5.025780068,1.950074422,5.155944499,4.226624871,4.003030602
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (developing only),SSA,3.462079658,3.509687884,3.711266888,4.289765815,9.235099027,5.542569488,6.65520005,6.836274902,4.951431032,2.079934357,5.227875083,4.213555454,4.00856929
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,5.916090362,2.976137719,5.088510253,5.267502154,7.602103783,7.17674426,8.280816898,8.761887449,5.922782952,2.84294516,8.046794492,6.319514673,5.302802881
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,4.262435127,1.817002925,2.067469355,2.797888148,4.148563115,3.586152604,4.119844872,3.936219192,1.479673089,-2.071279111,4.079892281,2.841551218,2.234593982
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,..,2461666315,4128818042,4583648922,5285461999,6275076016,7057598407,9843842455,10190529882,12486943506,15936800636,17930239400,20536542737
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,3686649387,4091020249,4449373455,5652325082,7464446950,8376668352,9132558097,10701011524,12881353508,12044208086,11926957255,12890866743,12344529628
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,54790058957,54744716706,56760288962,67863832648,85324997370,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,1.99071E+11,2.04331E+11
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Andorra,ADO,1401694156,1484004617,1717563533,2373836214,2916913449,3248134607,3536451646,4010785102,4001349340,3649863493,3346317329,3427235709,3146177741
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,9129594816,8936079251,12497346041,14188949241,19640862550,28233699333,41789493189,60448887583,84178084132,75492416520,82470894869,1.04116E+11,1.15342E+11
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,783837838,773765171.5,802529319.2,839996355.5,898356132.3,997374111.1,1135143593,1289254333,1347349852,1206410370,1135539037,1129918370,1204713111
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,2.84204E+11,2.68697E+11,1.0204E+11,1.29597E+11,1.83296E+11,2.22911E+11,2.63042E+11,3.29761E+11,4.06004E+11,3.78506E+11,4.62844E+11,5.59849E+11,6.07712E+11
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,1911563665,2118467913,2376335048,2807061009,3576615240,4900469515,6384451606,9206301700,11662040714,8647936748,9260284938,10142111334,9957890702
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,1873452514,1920262570,1941094972,2021301676,2228279330,2331005587,2421474860,2623726257,2791960894,2498932961,2467703911,2584463687,..
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,4.14987E+11,3.78488E+11,3.94251E+11,4.66451E+11,6.12872E+11,6.93339E+11,7.47206E+11,8.53441E+11,1.05503E+12,9.26283E+11,1.14127E+12,1.38807E+12,1.53443E+12
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,1.96422E+11,1.96954E+11,2.12971E+11,2.60721E+11,2.99857E+11,3.14649E+11,3.34309E+11,3.86459E+11,4.27612E+11,3.97594E+11,3.89679E+11,4.29073E+11,4.07575E+11
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,5272617196,5707618247,6236024951,7275766111,8680511918,13245421881,20983019924,33050343783,48852482960,44291490421,52902703376,65951627200,68730906314
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,6327552000,6516651000,6957996000,6949317000,7094413000,7706222000,7965588000,8318996000,8246650000,7820420000,7909580000,7889750000,8234470000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,9063147956,8976446448,9632411234,11075116625,13150516503,15968726862,18505053191,21730000000,25710877660,22938218085,25713271277,29044069149,30756462766
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,53369787319,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02478E+11,1.15279E+11,1.28638E+11,1.33356E+11
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,3119500000,3112350000,3168600000,3271200000,3509700000,3891500000,4303500000,4546000000,4595000000,4602000000,4445500000,4358000000,4313000000
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,12736856485,12354820144,14594925393,17825436035,23141587718,30210091837,36961821894,45275747861,60752177439,49208656976,55220932614,59734593905,63615445567
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,2.37336E+11,2.37398E+11,2.5839E+11,3.18573E+11,3.70446E+11,3.86954E+11,4.10699E+11,4.72309E+11,5.20091E+11,4.85834E+11,4.84433E+11,5.281E+11,4.98746E+11
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,831750000,871840750,932676400,990350000,1057850000,1114202700,1217442150,1290542550,1368625150,1336957250,1397113450,1487005600,1573867300
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,2359122303,2499269391,2807657386,3557229702,4050869968,4358015993,4705087452,5511880906,6633463907,6584477485,6561782313,7289779658,7543183759
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5537537000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,439158233.2,476360697.2,537050133.7,622026107.8,702682019,818869609.3,897731524.9,1196091805,1258332337,1264758198,1585472534,1820207626,1823692110
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,8397858185,8141513292,7905485216,8082396526,8773451739,9549122264,11451869165,13120183157,16674324634,17339992165,19649631308,23948541156,27035110130
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,5505984456,5748990555,6651226179,8370020196,10022840635,10903626824,12550175101,15441062281,18711890354,17264893103,16847493059,18318439121,16906005781
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,5788311649,5489646898,5438856514,7511538757,8957491776,9931223498,10089153103,10939062374,10945056878,10267108398,12786670175,15682932628,14792390177
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,6.57216E+11,5.59612E+11,5.0878E+11,5.59008E+11,6.69643E+11,8.92107E+11,1.10779E+12,1.39597E+12,1.69462E+12,1.66456E+12,2.2094E+12,2.61519E+12,2.41317E+12
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,6001153306,5601090584,5843329108,6557333085,7872333215,9531417164,11470462389,12247680676,14393437576,10732593024,12370530144,16691360425,16953952578
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,13353530538,14303810795,16343311507,21101364345,25919754936,29299967875,33649637658,43637701889,53316403410,50161403995,48669060512,55765057234,52591569645
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,2632700363,2812845514,3205592290,4205691222,4838551100,5462709498,5844669846,6771277871,8369637065,8369175126,8979966766,10724061339,11166061508
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,870486065.9,876794723.1,825394484.4,784654423.6,915257323.4,1117257314,1273180655,1356078300,1611634286,1739781536,2026864414,2355652064,2472384864
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274513161,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,9287367569,9633109257,10879778328,13621738512,15775356737,16587857509,17953066721,20431780378,23322254114,23381142147,23622483984,26587311528,26472056038
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,7.39456E+11,7.32717E+11,7.52532E+11,8.87752E+11,1.0184E+12,1.16414E+12,1.31075E+12,1.45787E+12,1.54262E+12,1.37084E+12,1.61401E+12,1.7888E+12,1.83272E+12
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,539227052.9,563024256.7,620974807.1,813963933.8,924318505.9,971976952.2,1107890815,1513934037,1789332788,1711816593,1664310632,1864823991,1751887838
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,3207032513,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,914500332,931833293.8,991387865,1139754772,1270080228,1350300947,1473721548,1698125618,1985370058,1981728141,1986014846,2195599557,2169706564
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,1385058162,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12368070169
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,79328640264,72336972322,70984568429,77840186385,1.00631E+11,1.24404E+11,1.54671E+11,1.73081E+11,1.79627E+11,1.71957E+11,2.17538E+11,2.50832E+11,2.65232E+11
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,1.20526E+12,1.33224E+12,1.46191E+12,1.64992E+12,1.94175E+12,2.26859E+12,2.72978E+12,3.52309E+12,4.55843E+12,5.05942E+12,6.03966E+12,7.49243E+12,8.46162E+12
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,99886577576,98203544965,97933392356,94684582573,1.17075E+11,1.46566E+11,1.6259E+11,2.07416E+11,2.43982E+11,2.33822E+11,2.87018E+11,3.35415E+11,3.6966E+11
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,201899883.6,220093828.3,246737670.8,317562300.8,368143111,380372884.8,406111892.7,462453622,523134877.7,524157263.9,530493417.6,586281824.1,570865871.9
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",ZAR,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,3219910666,2794259756,3019993723,3495868725,4648628840,6087002682,7731261311,8394688284,11859014004,9593536531,12007880590,14425607224,13677930124
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,15946443103,16403602943,16844378578,17517536016,18596365927,19964925503,22526463619,26322000105,29837895769,29382694861,36298327620,41237293551,45300669857
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,10717022848,11192560719,12346919152,15306602195,16554441555,17084927540,17800887469,20343636059,24224905504,24277494338,24884503951,25381617036,27040560686
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50436294495,60082020692,70452887538,62636688809,59665514733,62236755927,56485308446
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,9929632422,10328979964,11345759615,14445240091,17164625000,18270009451,19866878479,23716042497,27493064742,25593262401,25247424011,27089174646,24940600822
GDP (current US$),NY.GDP.MKTP.CD,Czech Republic,CZE,61474265135,67375623427,81696651659,99300329682,1.18976E+11,1.3599E+11,1.55213E+11,1.88818E+11,2.35205E+11,2.0573E+11,2.07016E+11,2.27307E+11,2.06751E+11
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,1.64159E+11,1.64791E+11,1.78635E+11,2.18096E+11,2.51243E+11,2.6456E+11,2.82961E+11,3.195E+11,3.52592E+11,3.19762E+11,3.19811E+11,3.41499E+11,3.22277E+11
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1198997305,1128611700,1239144502,1353632942
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,335845808.9,343119364.3,337695734.8,350091216,374771474.9,370370370.4,397777777.8,428888888.9,468888888.9,498888888.9,492962963,508518518.5,514814814.8
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,23996656676,24894907435,26570402719,21268012747,22163928098,33431028341,35779542420,43685737619,47523573518,47889071494,53042973603,58026114991,60441438857
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,18327386416,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87623411000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,99838541029,97632008178,87850680624,82923680691,78845185716,89685724897,1.07484E+11,1.30479E+11,1.62818E+11,1.88982E+11,2.18888E+11,2.36002E+11,2.62824E+11
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1045998534,1461139008,1806742733,2484745876,4410764261,8217368425,8081982587,10193491379,15436035471,9338605785,11564374628,15711269412,16485813032
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,706370812.3,752368494.5,729321364.1,870247701.7,1109054002,1098424709,1211161880,1317974493,1380188800,1856695550,2117039511,2607739837,3091967480
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,5685524740,6233551159,7308655929,9822154472,12057639752,14003482154,16958976289,22229811114,24184854255,19641844957,19482251656,22802057270,22660728507
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,8242392101,8231326022,7850809494,8623691299,10131187259,12401139454,15280861839,19707616771,27066912637,32437389114,29933790334,31952763089,43310721414
GDP (current US$),NY.GDP.MKTP.CD,Faeroe Islands,FRO,1062339944,1154899793,1268445919,1486861879,1683997930,1730891409,1970142378,2278229533,2413237402,2257097732,2301178416,2468748768,2356505419
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1684109743,1660102346,1842691481,2315935753,2727507213,3006784285,3102771322,3405085854,3523167497,2870612404,3140495193,3646434943,3849837085
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,1.2554E+11,1.2925E+11,1.39553E+11,1.71071E+11,1.96768E+11,2.04436E+11,2.16553E+11,2.55385E+11,2.83742E+11,2.51499E+11,2.47815E+11,2.73657E+11,2.56706E+11
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1.36844E+12,1.38222E+12,1.50034E+12,1.84812E+12,2.12411E+12,2.20368E+12,2.32501E+12,2.66311E+12,2.92347E+12,2.69383E+12,2.64699E+12,2.8625E+12,2.68142E+12
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3447543138,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5067865503,5018874131,5310381124,6497305507,7756293438,9458884044,10154041743,12438957208,15508576359,12152235489,14476054183,17830879880,17685007055
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,782913866,687410630.5,578235309.3,487038679.4,578785600,624173995.6,655068112.4,798869803.5,965771304.1,900641059.3,951827284.9,904256027.7,912427787.4
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,3057453483,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766836277,11638536834,14434619982,15846474596
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1.94721E+12,1.94793E+12,2.0763E+12,2.50231E+12,2.81547E+12,2.85763E+12,2.99862E+12,3.43568E+12,3.74692E+12,3.41298E+12,3.41221E+12,3.75188E+12,3.53324E+12
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,4982849016,5314871667,6166197225,7632720650,8881419388,10731883142,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,1.3058E+11,1.36006E+11,1.52714E+11,2.01547E+11,2.39649E+11,2.47672E+11,2.73279E+11,3.18685E+11,3.54616E+11,3.29857E+11,2.99615E+11,2.88785E+11,2.49525E+11
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1068024994,1086170639,1169136691,1426452030,1644951892,1702543477,1738432116,2121759848,1739579594,1267711816,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,520044361.2,520444176,540336916.4,591018397,599118582,695370296.3,698518518.5,758518518.5,825925925.9,771111111.1,771111111.1,778518518.5,800000000
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,19290566570,18702820735,20776536920,21917565500,23965280312,27211228609,30231236682,34113093454,39136507937,37733655166,41337958252,47654841113,50388460925
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,2931625105,4134173275,4515824647,4609923756,4735956493,5067360009,5667229759
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,370173851.9,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864107768.3,825796952.7,847491366.9,1103652041,958857944.2
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,712667925.3,696281468.8,722460911.8,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,3953839594,3596448035,3472194099,2960306121,3537721020,4310356253,4757289752,5885321656,6548531998,6584642675,6622540159,7516829496,7890215896
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,7105529647,7566517572,7776459964,8140294080,8772197585,9672006169,10841742348,12275491273,13789720387,14587485644,15839344592,17710325578,18528591646
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.81569E+11,1.93535E+11,2.11597E+11,2.19279E+11,2.14048E+11,2.28639E+11,2.48514E+11,2.62629E+11
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,47110416254,53533393255,67366285759,84738408725,1.03157E+11,1.1189E+11,1.14238E+11,1.3858E+11,1.56579E+11,1.2936E+11,1.29583E+11,1.3944E+11,1.26825E+11
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,8947860486,8147162010,9184959476,11324394791,13736980298,16798498612,17101040182,21446741082,17599578842,12823815255,13261004010,14688160822,14232533848
GDP (current US$),NY.GDP.MKTP.CD,India,IND,4.76609E+11,4.93954E+11,5.23969E+11,6.18356E+11,7.21586E+11,8.34215E+11,9.49117E+11,1.2387E+12,1.2241E+12,1.36537E+12,1.70846E+12,1.83581E+12,1.83178E+12
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1.01287E+11,1.15438E+11,1.16421E+11,1.3541E+11,1.63227E+11,1.92015E+11,2.42515E+11,3.0749E+11,3.55988E+11,3.62661E+11,4.22568E+11,5.76566E+11,5.57935E+11
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,..,..,..,..,36627901762,49954890353,65140295167,88840049181,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.18001E+11
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,99317578773,1.08455E+11,1.27215E+11,1.63476E+11,1.93035E+11,2.10363E+11,2.30535E+11,2.69297E+11,2.73722E+11,2.33557E+11,2.18448E+11,2.37757E+11,2.21966E+11
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMY,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,4062367148,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,1.31451E+11,1.29597E+11,1.19876E+11,1.25467E+11,1.34021E+11,1.41222E+11,1.52231E+11,1.76675E+11,2.13919E+11,2.06477E+11,2.3291E+11,2.58408E+11,2.57205E+11
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,1.14221E+12,1.16278E+12,1.26704E+12,1.57033E+12,1.79913E+12,1.85351E+12,1.94353E+12,2.20409E+12,2.39188E+12,2.18624E+12,2.12675E+12,2.27809E+12,2.07522E+12
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,9008629730,9104515931,9718989516,9430236066,10173234920,11239260832,11927661730,12795560771,13707629041,12125023181,13230844040,14433926129,14794802081
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49539E+12,5.90563E+12,5.95448E+12
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110615283,21972870921,23818322958,26425379437,28840263380,30937277606
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.88049E+11,2.03517E+11
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104670768.1,123005089.6,135046910.3,127126362.9,150436703.5,172260277.6,174984282.2
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,KSV,1849196082,2535333632,2702427047,3355083117,3639935348,3736506989,4078158324,4833561456,5687488209,5653792720,5829933775,6695996664,6500321213
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,37718011410,34890773880,38138801479,47875837320,59440511982,80797945205,1.01559E+11,1.14635E+11,1.4738E+11,1.05905E+11,1.15416E+11,1.54035E+11,1.74045E+11
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882525,4222962985,5443915128,5832915377,7181441152,8283218734,9359185244
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,9872049657,10437907021,11521268953,12884073854,15267165505,17091424861,21620628835,30945808825,35671103521,26155123308,23868572609,28319399054,28545148936
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,771261707.8,706400239.3,656752929.1,969167237.3,1234215385,1368346474,1428852972,1597476793,1630672203,1711470585,2187417432,2523356489,2384023630
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,529064645.6,515000354,536000578.1,409000229,467000284.1,542000317,604028929.6,739027160.8,850040458.8,1155147357,1292697080,1545400000,1735500000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,38270954138,34112319439,20481889764,26265625000,33122307692,47334697754,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,..,..,..,22649483749,26126791384,30214930515,39739117789,47851049428,37439805733,37095840325,43485017710,42824489650
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,21303021927,20998210291,23285902503,29095033860,34207847033,37024499440,41781206875,49210511908,54961915922,50144345652,52146754967,58952460384,56292381076
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,6101794939,6514271488,7008026418,7926373569,10258324483,11792570021,14568709568,18054684847,20731022849,21313263942,28359706111,36634742814,42991910938
